sc_status,income,purpose,activity,project_cost,loan_required,education_level,course,course_type,course_recognized,location,recommended_scheme
Yes,159179,Business,Poultry,337042,36850,NA,NA,NA,NA,Urban,UNY
No,423497,Business,Transport,235876,64160,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,94298,Business,Tailoring,69375,64209,NA,NA,NA,NA,Urban,AMY
Yes,217473,Business,Food Business,2060954,1779639,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,388606,Business,Fisheries,138021,116263,NA,NA,NA,NA,Rural,AMY
Yes,376089,Business,Service Business,50019,29841,NA,NA,NA,NA,Rural,MFS
Yes,349391,Business,Poultry,141410,49483,NA,NA,NA,NA,Urban,UNY
Yes,350987,Business,Fisheries,107307,49171,NA,NA,NA,NA,Rural,AMY
Yes,343871,Education,NA,2081423,2081423,Postgraduate,BCA,Technical,Yes,Urban,ELS
Yes,315888,Business,Transport,7894201,5524655,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,265061,Business,Repair Shop,2216863,1912549,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,245664,Business,Tailoring,96287,69770,NA,NA,NA,NA,Urban,MFS
Yes,169754,Education,NA,1481513,1481513,12th,Pharmacy,Professional,Yes,Rural,ELS
Yes,383854,Business,Service Business,443710,226378,NA,NA,NA,NA,Rural,UNY
Yes,303810,Business,Service Business,72141,46782,NA,NA,NA,NA,Urban,AMY
Yes,307912,Business,Small Manufacturing,354251,51370,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,246607,Business,Fisheries,114866,75136,NA,NA,NA,NA,Urban,AMY
Yes,285817,Business,Computer Centre,114765,20363,NA,NA,NA,NA,Rural,MFS
Yes,411086,Business,Small Manufacturing,422631,73025,NA,NA,NA,NA,Rural,UNY
Yes,325866,Business,Small Manufacturing,2346825,606946,NA,NA,NA,NA,Rural,TERM_LOAN
No,175073,Business,Food Business,308051,374400,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,300323,Business,Computer Centre,54219,19215,NA,NA,NA,NA,Rural,MFS
Yes,395711,Business,Poultry,42214,25802,NA,NA,NA,NA,Rural,MFS
Yes,274375,Business,Fisheries,68088,66057,NA,NA,NA,NA,Rural,MFS
Yes,229627,Education,NA,1368765,935963,Graduate,Medical,Medical,Yes,Urban,ELS
Yes,307673,Business,Tailoring,82664,15896,NA,NA,NA,NA,Urban,MFS
No,178654,Business,Fisheries,387646,386911,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,299843,Business,Grocery Shop,58241,26665,NA,NA,NA,NA,Urban,MFS
Yes,380839,Business,Service Business,110396,59845,NA,NA,NA,NA,Rural,AMY
Yes,413853,Business,Food Business,434888,131637,NA,NA,NA,NA,Urban,UNY
Yes,429172,Education,NA,3245361,75710,Postgraduate,Law,Medical,Yes,Urban,ELS
Yes,167841,Education,NA,260706,260706,12th,BCA,Management,Yes,Urban,ELS
Yes,372125,Business,Grocery Shop,7232301,6060610,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,309844,Business,Poultry,179621,127196,NA,NA,NA,NA,Rural,UNY
Yes,63492,Business,Fisheries,56171,16356,NA,NA,NA,NA,Rural,MFS
Yes,353458,Education,NA,2829275,2829275,Graduate,Medical,Technical,Yes,Rural,ELS
Yes,399291,Business,Transport,186998,154235,NA,NA,NA,NA,Urban,UNY
Yes,395565,Business,Repair Shop,5000000,5000000,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,421110,Education,NA,2738649,1209501,12th,Pharmacy,Professional,No,Urban,NO_ELIGIBLE_SCHEME
Yes,417858,Business,Small Manufacturing,133641,57124,NA,NA,NA,NA,Rural,MFS
Yes,485024,Business,Poultry,310394,288738,NA,NA,NA,NA,Urban,UNY
Yes,408562,Business,Poultry,4557134,3286087,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,116880,Business,Food Business,1982059,1129968,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,302339,Business,Food Business,3624951,2958915,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,197275,Business,Small Manufacturing,2674993,2326857,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,284504,Business,Grocery Shop,315664,307630,NA,NA,NA,NA,Urban,UNY
Yes,262731,Business,Service Business,3122249,767717,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,58231,Education,NA,3336417,1046574,Graduate,Pharmacy,Management,Yes,Urban,ELS
Yes,294684,Business,Repair Shop,63029,24300,NA,NA,NA,NA,Urban,MFS
Yes,173201,Business,Tailoring,395662,114457,NA,NA,NA,NA,Rural,UNY
Yes,489091,Business,Fisheries,394367,202653,NA,NA,NA,NA,Rural,UNY
Yes,253531,Business,Tailoring,463893,48451,NA,NA,NA,NA,Urban,UNY
Yes,425400,Business,Small Manufacturing,103563,36062,NA,NA,NA,NA,Urban,MFS
Yes,446795,Business,Food Business,82948,74858,NA,NA,NA,NA,Urban,AMY
Yes,72319,Business,Small Manufacturing,366494,280528,NA,NA,NA,NA,Urban,UNY
Yes,210109,Business,Computer Centre,70265,42884,NA,NA,NA,NA,Urban,AMY
Yes,455010,Education,NA,2411297,2934631,12th,BCA,Management,No,Urban,NO_ELIGIBLE_SCHEME
Yes,159976,Business,Fisheries,58329,32812,NA,NA,NA,NA,Rural,AMY
Yes,386869,Business,Computer Centre,80760,52233,NA,NA,NA,NA,Rural,AMY
Yes,286380,Business,Small Manufacturing,449820,193317,NA,NA,NA,NA,Urban,UNY
Yes,391787,Education,NA,1727343,319320,12th,MBA,Medical,Yes,Urban,ELS
Yes,159628,Business,Poultry,4879039,3713554,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,230437,Business,Grocery Shop,2728528,2155883,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,337337,Business,Food Business,3707863,1844142,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,344722,Business,Service Business,69326,26447,NA,NA,NA,NA,Rural,MFS
Yes,124668,Business,Poultry,5000000,5000000,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,480750,Business,Food Business,63728,60027,NA,NA,NA,NA,Urban,MFS
Yes,487968,Business,Service Business,117523,99385,NA,NA,NA,NA,Urban,AMY
Yes,376860,Business,Service Business,263323,137711,NA,NA,NA,NA,Urban,UNY
Yes,412028,Business,Fisheries,81877,53449,NA,NA,NA,NA,Rural,MFS
Yes,472354,Education,NA,3810336,1893904,Graduate,Pharmacy,Technical,No,Urban,NO_ELIGIBLE_SCHEME
Yes,422228,Business,Poultry,6731592,5875395,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,103688,Business,Poultry,481522,392819,NA,NA,NA,NA,Rural,UNY
Yes,383157,Education,NA,3673721,3673721,12th,MBA,Technical,Yes,Rural,ELS
Yes,230106,Business,Tailoring,4791358,2816306,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,313298,Business,Transport,594913,244006,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,132738,Education,NA,3779144,2735235,12th,MBA,Professional,Yes,Rural,ELS
Yes,414107,Education,NA,2733487,1210624,12th,Law,Professional,No,Urban,NO_ELIGIBLE_SCHEME
Yes,429849,Business,Fisheries,291396,57354,NA,NA,NA,NA,Urban,UNY
Yes,358110,Education,NA,3467635,2355859,Graduate,BCA,Technical,Yes,Urban,ELS
Yes,77056,Business,Fisheries,3620886,665224,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,432631,Business,Transport,88465,40372,NA,NA,NA,NA,Urban,AMY
Yes,57816,Business,Grocery Shop,222993,199761,NA,NA,NA,NA,Urban,UNY
Yes,468148,Business,Transport,4547043,1881596,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,386759,Business,Fisheries,139747,99245,NA,NA,NA,NA,Rural,AMY
Yes,113658,Business,Fisheries,146479,64466,NA,NA,NA,NA,Urban,UNY
Yes,266822,Business,Grocery Shop,2647321,2052021,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,444009,Education,NA,4129003,2520396,Postgraduate,BCA,Professional,Yes,Rural,ELS
Yes,600823,Business,Repair Shop,315466,74280,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,60290,Business,Food Business,93576,71799,NA,NA,NA,NA,Rural,MFS
Yes,218941,Business,Repair Shop,147322,101436,NA,NA,NA,NA,Rural,UNY
Yes,331678,Business,Transport,45549,21696,NA,NA,NA,NA,Rural,MFS
Yes,417061,Business,Poultry,129308,72535,NA,NA,NA,NA,Rural,AMY
Yes,476701,Business,Computer Centre,158026,107573,NA,NA,NA,NA,Rural,UNY
Yes,480608,Business,Food Business,413637,381760,NA,NA,NA,NA,Rural,UNY
Yes,290528,Business,Small Manufacturing,2622292,2161113,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,99798,Business,Food Business,2901512,2800994,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,312931,Business,Poultry,1613066,1175870,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,227444,Education,NA,2923131,2923131,Postgraduate,Medical,Technical,Yes,Rural,ELS
Yes,268932,Business,Grocery Shop,6063493,6132341,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,386935,Business,Small Manufacturing,84949,36143,NA,NA,NA,NA,Rural,MFS
Yes,302903,Business,Transport,101820,30843,NA,NA,NA,NA,Rural,MFS
Yes,684257,Business,Service Business,141965,76855,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,420833,Business,Poultry,113307,70258,NA,NA,NA,NA,Urban,MFS
Yes,165840,Business,Service Business,4939678,368902,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,291303,Business,Computer Centre,45931,42087,NA,NA,NA,NA,Rural,AMY
Yes,67227,Business,Poultry,90248,14716,NA,NA,NA,NA,Urban,MFS
Yes,167949,Business,Grocery Shop,5000000,5000000,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,82259,Business,Computer Centre,459866,390528,NA,NA,NA,NA,Rural,UNY
Yes,268081,Business,Transport,2582229,1135008,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,477658,Business,Transport,121213,43853,NA,NA,NA,NA,Rural,AMY
Yes,394242,Business,Grocery Shop,116190,26040,NA,NA,NA,NA,Rural,AMY
Yes,235846,Business,Grocery Shop,112180,76518,NA,NA,NA,NA,Rural,MFS
Yes,357210,Business,Poultry,319253,76269,NA,NA,NA,NA,Rural,UNY
Yes,449312,Business,Computer Centre,42924,40768,NA,NA,NA,NA,Rural,MFS
Yes,301168,Business,Repair Shop,2741256,2134152,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,276595,Business,Tailoring,213587,197454,NA,NA,NA,NA,Rural,UNY
Yes,389534,Business,Poultry,90755,39390,NA,NA,NA,NA,Urban,MFS
Yes,680043,Business,Computer Centre,186940,232446,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,120416,Education,NA,2090263,1143936,Graduate,BCA,Professional,Yes,Urban,ELS
Yes,242978,Business,Tailoring,63713,20506,NA,NA,NA,NA,Urban,AMY
Yes,364425,Business,Computer Centre,119545,30273,NA,NA,NA,NA,Rural,AMY
Yes,272648,Education,NA,1706302,347309,Graduate,Engineering,Technical,No,Rural,NO_ELIGIBLE_SCHEME
Yes,263133,Business,Small Manufacturing,3399277,328624,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,137233,Business,Repair Shop,51499,43567,NA,NA,NA,NA,Rural,AMY
Yes,422452,Business,Poultry,118129,27389,NA,NA,NA,NA,Urban,MFS
Yes,222641,Business,Food Business,6711879,5467086,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,172381,Business,Repair Shop,39329,32524,NA,NA,NA,NA,Rural,MFS
Yes,114472,Education,NA,2540312,365078,Graduate,Law,Professional,Yes,Urban,ELS
Yes,487409,Business,Small Manufacturing,459688,282784,NA,NA,NA,NA,Rural,UNY
Yes,430626,Business,Fisheries,81949,50043,NA,NA,NA,NA,Urban,MFS
Yes,380079,Business,Poultry,5000000,5000000,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,437792,Business,Transport,79807,30221,NA,NA,NA,NA,Urban,MFS
Yes,167568,Business,Grocery Shop,50280,41600,NA,NA,NA,NA,Urban,MFS
Yes,129700,Business,Poultry,43303,20473,NA,NA,NA,NA,Urban,AMY
Yes,233460,Business,Grocery Shop,7682911,5905211,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,241520,Business,Service Business,79369,59613,NA,NA,NA,NA,Rural,MFS
Yes,294728,Business,Repair Shop,7295827,6952817,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,306287,Business,Repair Shop,102401,35284,NA,NA,NA,NA,Urban,AMY
Yes,120634,Business,Small Manufacturing,46762,20559,NA,NA,NA,NA,Rural,MFS
Yes,644799,Business,Repair Shop,171141,251504,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,148648,Business,Grocery Shop,127069,87620,NA,NA,NA,NA,Urban,AMY
Yes,356151,Education,NA,2176221,560193,Graduate,MCA,Professional,Yes,Urban,ELS
Yes,182498,Business,Grocery Shop,3275799,1217896,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,243289,Education,NA,3306105,3306105,12th,BTech,Medical,Yes,Urban,ELS
Yes,280149,Business,Computer Centre,3589350,1120957,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,440315,Business,Tailoring,5000000,5000000,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,330482,Business,Service Business,263907,150501,NA,NA,NA,NA,Rural,UNY
Yes,169529,Business,Grocery Shop,463726,259885,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,382883,Education,NA,2065549,2065549,12th,BTech,Management,Yes,Urban,ELS
Yes,402431,Business,Food Business,245040,50978,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,738253,Business,Food Business,400325,134397,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,290401,Business,Computer Centre,221900,83413,NA,NA,NA,NA,Rural,UNY
Yes,50271,Education,NA,722976,722976,12th,BCA,Technical,Yes,Rural,ELS
Yes,306428,Business,Computer Centre,830123,808286,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,140525,Business,Poultry,398994,78489,NA,NA,NA,NA,Rural,UNY
Yes,116189,Business,Small Manufacturing,94923,14852,NA,NA,NA,NA,Urban,MFS
Yes,411438,Business,Grocery Shop,80002,37004,NA,NA,NA,NA,Urban,AMY
Yes,361258,Business,Transport,219135,87336,NA,NA,NA,NA,Rural,UNY
Yes,797023,Business,Small Manufacturing,81310,367683,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,185175,Education,NA,149535,149535,12th,BCA,Professional,Yes,Urban,ELS
Yes,187947,Business,Food Business,121817,50191,NA,NA,NA,NA,Urban,AMY
Yes,359572,Business,Tailoring,38050,10922,NA,NA,NA,NA,Rural,MFS
Yes,241237,Business,Small Manufacturing,3805427,3587815,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,378528,Business,Grocery Shop,64502,58073,NA,NA,NA,NA,Rural,MFS
Yes,62062,Business,Poultry,96688,24879,NA,NA,NA,NA,Rural,AMY
Yes,252544,Education,NA,110971,110971,12th,Engineering,Management,Yes,Rural,ELS
Yes,358423,Education,NA,3751072,382941,12th,MBA,Medical,Yes,Urban,ELS
Yes,451781,Business,Tailoring,5000000,5000000,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,783990,Business,Small Manufacturing,176351,229252,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
No,289328,Business,Transport,274229,243743,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,154049,Business,Grocery Shop,226235,34196,NA,NA,NA,NA,Rural,UNY
Yes,386148,Business,Grocery Shop,307419,152909,NA,NA,NA,NA,Rural,UNY
Yes,219701,Business,Food Business,101253,55569,NA,NA,NA,NA,Urban,MFS
Yes,159615,Business,Fisheries,2287702,1336591,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,224532,Education,NA,873803,873803,12th,Nursing,Technical,Yes,Urban,ELS
Yes,396724,Business,Tailoring,72158,34219,NA,NA,NA,NA,Urban,AMY
Yes,92233,Business,Transport,149195,79835,NA,NA,NA,NA,Urban,UNY
Yes,176139,Education,NA,4188743,2521215,Postgraduate,Nursing,Medical,Yes,Urban,ELS
Yes,55874,Business,Small Manufacturing,342498,88807,NA,NA,NA,NA,Rural,UNY
Yes,239838,Business,Food Business,175750,103510,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,468759,Business,Poultry,294806,263457,NA,NA,NA,NA,Rural,UNY
Yes,210257,Education,NA,2439814,2439814,Postgraduate,BTech,Management,Yes,Rural,ELS
Yes,440719,Business,Tailoring,45559,42595,NA,NA,NA,NA,Rural,MFS
Yes,184035,Business,Service Business,6846987,5063922,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,60566,Business,Tailoring,96127,64444,NA,NA,NA,NA,Rural,AMY
Yes,468482,Business,Food Business,234920,224763,NA,NA,NA,NA,Urban,UNY
Yes,353853,Business,Small Manufacturing,451124,244676,NA,NA,NA,NA,Rural,UNY
Yes,186758,Business,Tailoring,58607,40650,NA,NA,NA,NA,Rural,AMY
Yes,412694,Business,Computer Centre,41854,36068,NA,NA,NA,NA,Rural,AMY
Yes,214457,Business,Transport,125491,113078,NA,NA,NA,NA,Rural,MFS
Yes,646937,Business,Poultry,134437,330728,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,252160,Business,Repair Shop,103615,18681,NA,NA,NA,NA,Rural,AMY
Yes,526489,Business,Tailoring,322526,193943,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,165886,Education,NA,2446090,560715,12th,BTech,Professional,Yes,Rural,ELS
Yes,342450,Business,Computer Centre,409619,301186,NA,NA,NA,NA,Urban,UNY
Yes,120757,Education,NA,2084712,2084712,12th,Medical,Professional,Yes,Urban,ELS
Yes,226926,Business,Tailoring,364608,42441,NA,NA,NA,NA,Rural,UNY
Yes,55385,Business,Grocery Shop,69537,53750,NA,NA,NA,NA,Rural,MFS
Yes,203740,Education,NA,3069529,2084388,Graduate,Law,Technical,Yes,Urban,ELS
Yes,759906,Business,Repair Shop,334154,89930,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,247575,Business,Repair Shop,2529611,1440401,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,228767,Business,Fisheries,1411922,1130952,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,101200,Business,Tailoring,494567,439242,NA,NA,NA,NA,Rural,UNY
Yes,390716,Business,Small Manufacturing,105609,85483,NA,NA,NA,NA,Rural,MFS
Yes,163267,Business,Service Business,108924,82361,NA,NA,NA,NA,Urban,AMY
Yes,490788,Education,NA,610923,610923,Graduate,Engineering,Professional,Yes,Urban,ELS
Yes,352438,Business,Poultry,123703,123671,NA,NA,NA,NA,Rural,AMY
Yes,325905,Business,Repair Shop,3314390,2050478,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,523887,Business,Poultry,132254,122108,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,62464,Business,Tailoring,2967089,1397419,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,449339,Business,Service Business,61973,48382,NA,NA,NA,NA,Urban,AMY
Yes,477966,Business,Grocery Shop,383177,82256,NA,NA,NA,NA,Urban,UNY
Yes,140886,Business,Poultry,446594,143054,NA,NA,NA,NA,Urban,UNY
Yes,336603,Business,Grocery Shop,95767,77212,NA,NA,NA,NA,Urban,AMY
Yes,112328,Education,NA,4487216,2864868,Graduate,Nursing,Technical,Yes,Rural,ELS
Yes,377855,Education,NA,3765229,1489742,Graduate,Engineering,Professional,Yes,Rural,ELS
No,322433,Business,Small Manufacturing,451968,193248,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,389556,Business,Grocery Shop,109964,39015,NA,NA,NA,NA,Urban,MFS
Yes,499394,Business,Computer Centre,6685541,6116138,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,115083,Business,Tailoring,462180,404509,NA,NA,NA,NA,Rural,UNY
Yes,478068,Business,Small Manufacturing,412351,220437,NA,NA,NA,NA,Rural,UNY
Yes,382189,Business,Small Manufacturing,1508092,1223235,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,54078,Education,NA,3087362,3087362,Graduate,Medical,Technical,Yes,Rural,ELS
Yes,294785,Education,NA,1980653,744613,12th,MCA,Medical,Yes,Urban,ELS
Yes,376298,Business,Food Business,35747,31501,NA,NA,NA,NA,Urban,MFS
Yes,234058,Business,Poultry,338225,206331,NA,NA,NA,NA,Urban,UNY
Yes,276109,Education,NA,3863671,1307370,Graduate,Medical,Medical,No,Urban,NO_ELIGIBLE_SCHEME
Yes,103774,Business,Small Manufacturing,43476,29447,NA,NA,NA,NA,Urban,AMY
Yes,357320,Business,Computer Centre,3018077,2568255,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,345521,Business,Poultry,476797,77565,NA,NA,NA,NA,Rural,UNY
Yes,222206,Business,Tailoring,90266,88579,NA,NA,NA,NA,Rural,MFS
Yes,118100,Business,Computer Centre,104447,28290,NA,NA,NA,NA,Rural,AMY
Yes,63480,Education,NA,1748947,369688,Postgraduate,MBA,Management,Yes,Rural,ELS
Yes,103825,Business,Transport,73758,10516,NA,NA,NA,NA,Urban,MFS
Yes,214317,Business,Computer Centre,131343,115734,NA,NA,NA,NA,Urban,MFS
Yes,367076,Business,Repair Shop,105452,87616,NA,NA,NA,NA,Urban,AMY
Yes,171852,Business,Grocery Shop,5000000,5000000,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,226280,Education,NA,1123063,1033199,Graduate,Engineering,Professional,Yes,Urban,ELS
Yes,276465,Business,Tailoring,33653,25727,NA,NA,NA,NA,Urban,MFS
Yes,385398,Education,NA,569149,263463,12th,MBA,Technical,Yes,Urban,ELS
Yes,381267,Business,Computer Centre,4271524,1822171,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,271826,Business,Repair Shop,1656564,532350,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,171772,Business,Repair Shop,131319,22700,NA,NA,NA,NA,Urban,AMY
Yes,94434,Business,Poultry,110541,87354,NA,NA,NA,NA,Urban,MFS
Yes,77580,Education,NA,1015693,1015693,Graduate,Engineering,Management,Yes,Rural,ELS
Yes,151009,Business,Service Business,102841,61296,NA,NA,NA,NA,Urban,AMY
Yes,599269,Business,Small Manufacturing,186184,126768,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,464102,Business,Small Manufacturing,289134,36906,NA,NA,NA,NA,Urban,UNY
Yes,445085,Education,NA,642152,642152,Graduate,Pharmacy,Professional,Yes,Urban,ELS
Yes,241862,Education,NA,2321901,3760368,Graduate,MCA,Professional,No,Rural,NO_ELIGIBLE_SCHEME
Yes,140718,Education,NA,513125,513125,Postgraduate,MCA,Medical,Yes,Urban,ELS
Yes,332653,Business,Grocery Shop,3130850,2749553,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,329730,Business,Service Business,41094,36441,NA,NA,NA,NA,Urban,MFS
Yes,100356,Business,Tailoring,3643065,3123309,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,63560,Business,Grocery Shop,109129,42816,NA,NA,NA,NA,Rural,MFS
Yes,276849,Business,Small Manufacturing,2950280,412980,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,349987,Business,Tailoring,111955,17500,NA,NA,NA,NA,Urban,AMY
Yes,145265,Education,NA,2042911,446364,12th,MBA,Management,Yes,Urban,ELS
Yes,301236,Business,Tailoring,74063,37923,NA,NA,NA,NA,Urban,AMY
Yes,109216,Business,Service Business,252435,242499,NA,NA,NA,NA,Rural,UNY
Yes,431426,Education,NA,2860213,1192254,Graduate,MBA,Medical,Yes,Rural,ELS
Yes,281244,Business,Repair Shop,474141,438572,NA,NA,NA,NA,Urban,UNY
Yes,410061,Business,Service Business,5000000,5000000,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,264092,Business,Computer Centre,91605,55607,NA,NA,NA,NA,Urban,MFS
Yes,391644,Business,Transport,33313,10944,NA,NA,NA,NA,Rural,AMY
Yes,210219,Business,Poultry,344191,187164,NA,NA,NA,NA,Rural,UNY
Yes,287403,Business,Food Business,171358,64099,NA,NA,NA,NA,Rural,UNY
Yes,76923,Education,NA,632338,632338,Postgraduate,Nursing,Medical,Yes,Rural,ELS
Yes,315467,Business,Poultry,388116,217321,NA,NA,NA,NA,Urban,UNY
Yes,404934,Education,NA,2183151,2088853,Postgraduate,BTech,Management,No,Rural,NO_ELIGIBLE_SCHEME
Yes,494247,Business,Grocery Shop,95136,93288,NA,NA,NA,NA,Rural,MFS
Yes,468351,Business,Service Business,211598,112435,NA,NA,NA,NA,Rural,UNY
Yes,81893,Business,Food Business,199991,33311,NA,NA,NA,NA,Rural,UNY
No,348000,Business,Grocery Shop,337353,359485,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,61454,Business,Fisheries,4422501,4102001,NA,NA,NA,NA,Urban,TERM_LOAN
No,422989,Business,Fisheries,148321,202041,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,191696,Business,Poultry,463482,156583,NA,NA,NA,NA,Rural,UNY
Yes,337292,Education,NA,1838180,907547,12th,MBA,Professional,Yes,Rural,ELS
Yes,190815,Business,Computer Centre,127746,72287,NA,NA,NA,NA,Rural,MFS
Yes,64045,Business,Service Business,232281,213965,NA,NA,NA,NA,Rural,UNY
Yes,133875,Business,Poultry,6390223,5336833,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,398393,Business,Poultry,40803,22184,NA,NA,NA,NA,Rural,MFS
Yes,184177,Business,Repair Shop,5000000,5000000,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,124265,Education,NA,1156258,2779855,12th,Nursing,Professional,No,Rural,NO_ELIGIBLE_SCHEME
Yes,282011,Business,Poultry,83547,68213,NA,NA,NA,NA,Urban,AMY
Yes,135474,Business,Grocery Shop,84000,54605,NA,NA,NA,NA,Rural,MFS
Yes,175166,Business,Transport,3800470,2598252,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,235408,Business,Transport,3300064,1021597,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,250825,Business,Service Business,6946581,6274865,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,127402,Business,Food Business,75539,48331,NA,NA,NA,NA,Urban,AMY
Yes,422081,Business,Grocery Shop,79899,76655,NA,NA,NA,NA,Urban,MFS
Yes,213929,Business,Repair Shop,2108710,959911,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,429057,Business,Transport,47191,29227,NA,NA,NA,NA,Urban,MFS
Yes,265543,Business,Tailoring,285613,133232,NA,NA,NA,NA,Urban,UNY
Yes,84722,Business,Poultry,57605,10037,NA,NA,NA,NA,Rural,AMY
Yes,83437,Business,Computer Centre,122577,29382,NA,NA,NA,NA,Rural,AMY
Yes,92182,Business,Food Business,100074,54572,NA,NA,NA,NA,Urban,MFS
No,309228,Business,Computer Centre,322478,227855,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,59436,Business,Fisheries,193500,170335,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,404301,Business,Tailoring,74514,52658,NA,NA,NA,NA,Urban,MFS
Yes,383185,Business,Small Manufacturing,54347,41894,NA,NA,NA,NA,Rural,MFS
